#
# Each historical data file must contain the descriptor so that JSystemTrader can parse the file
# The descriptor defines the following 11 properties:
#     7 properties for the column numbers of date, time, open, high, low, close, volume
#     1 property for the column separator (such as comma, tab, semicolon, etc)
#     1 property for the time zone used in the quotes	
#     1 property for the date format used in the SimpleDateFormat notation, such as yyyyMMdd
#     1 property for the time format used in the SimpleDateFormat notation, such as HH:mm
#     1 property for the number of columns
#

columns=7
dateColumn=1
timeColumn=2
openColumn=3
highColumn=4
lowColumn=5
closeColumn=6
volumeColumn=7
separator=,
dateFormat=MM/dd/yyyy
timeFormat=HH:mm
timeZone=America/New_York


# Transactions costs: used by backtester and optimizer.
# All values must be specified in terms of contract points per contract
bidAskSpread=0.25
slippage=0.125
commission=0.048


03/08/2006,09:30,1284.25,1284.5,1283.5,1283.75,147
03/08/2006,09:35,1283.5,1283.75,1282.5,1283.25,86
03/08/2006,09:40,1283.25,1284.0,1283.0,1283.0,57
03/08/2006,09:45,1283.25,1284.5,1283.0,1284.5,267
03/08/2006,09:50,1284.5,1286.0,1284.5,1285.75,265
03/08/2006,09:55,1285.75,1287.25,1285.5,1286.75,168
03/08/2006,10:00,1287.25,1287.75,1286.5,1287.0,157
03/08/2006,10:05,1287.0,1287.0,1286.5,1286.5,241
03/08/2006,10:10,1286.25,1286.5,1286.0,1286.5,57
03/08/2006,10:15,1286.5,1287.0,1285.75,1286.0,68
03/08/2006,10:20,1285.75,1285.75,1285.5,1285.75,72
03/08/2006,10:25,1285.5,1285.75,1285.25,1285.25,25
03/08/2006,10:30,1285.75,1286.75,1285.5,1286.5,137
03/08/2006,10:35,1286.25,1287.0,1285.75,1287.0,174
03/08/2006,10:40,1287.5,1287.75,1286.75,1286.75,83
03/08/2006,10:45,1287.0,1287.0,1284.5,1284.5,285
03/08/2006,10:50,1284.75,1285.75,1284.5,1285.5,146
03/08/2006,10:55,1285.75,1286.5,1285.5,1285.5,60
03/08/2006,11:00,1285.5,1285.5,1284.5,1284.75,177
03/08/2006,11:05,1284.5,1284.5,1284.0,1284.25,401
03/08/2006,11:10,1284.0,1284.5,1283.75,1284.5,150
03/08/2006,11:15,1284.5,1285.0,1284.5,1285.0,14
03/08/2006,11:20,1284.25,1284.75,1284.25,1284.25,8
03/08/2006,11:25,1284.0,1284.0,1283.75,1283.75,16
03/08/2006,11:30,1283.75,1284.0,1282.75,1282.75,218
03/08/2006,11:35,1282.75,1283.75,1282.75,1283.5,95
03/08/2006,11:40,1283.5,1283.5,1281.75,1281.75,379
03/08/2006,11:45,1282.25,1282.25,1279.75,1280.25,504
03/08/2006,11:50,1280.0,1280.75,1279.25,1280.25,96
03/08/2006,11:55,1280.25,1280.75,1280.0,1280.5,251
03/08/2006,12:00,1280.75,1281.5,1280.5,1281.5,136
03/08/2006,12:05,1281.5,1281.75,1281.25,1281.75,296
03/08/2006,12:10,1281.75,1282.0,1281.25,1282.0,14
03/08/2006,12:15,1282.0,1282.25,1281.75,1281.75,31
03/08/2006,12:20,1281.75,1281.75,1281.75,1281.75,8
03/08/2006,12:25,1282.0,1283.75,1282.0,1283.25,114
03/08/2006,12:30,1283.5,1284.25,1283.25,1283.5,102
03/08/2006,12:35,1284.0,1284.25,1283.25,1283.25,65
03/08/2006,12:40,1283.5,1283.75,1283.25,1283.75,12
03/08/2006,12:45,1284.0,1285.25,1284.0,1284.5,208
03/08/2006,12:50,1284.5,1286.75,1284.5,1286.25,281
03/08/2006,12:55,1286.0,1286.5,1285.75,1286.5,144
03/08/2006,13:00,1285.75,1286.75,1285.75,1286.75,91
03/08/2006,13:05,1286.75,1286.75,1286.0,1286.25,23
03/08/2006,13:10,1286.25,1286.75,1285.25,1285.25,99
03/08/2006,13:15,1285.25,1285.25,1284.75,1285.0,111
03/08/2006,13:20,1285.0,1285.25,1284.75,1285.25,702
03/08/2006,13:25,1285.0,1285.75,1284.75,1285.0,34
03/08/2006,13:30,1285.25,1285.25,1285.0,1285.0,2
03/08/2006,13:35,1284.75,1285.0,1284.75,1285.0,699
03/08/2006,13:40,1284.5,1284.5,1283.75,1284.0,187
03/08/2006,13:45,1284.25,1284.75,1284.25,1284.5,16
03/08/2006,13:50,1284.0,1284.0,1283.5,1283.5,29
03/08/2006,13:55,1284.0,1284.5,1283.75,1284.0,78
03/08/2006,14:00,1284.25,1285.5,1284.0,1285.5,234
03/08/2006,14:05,1285.5,1286.75,1285.5,1286.75,153
03/08/2006,14:10,1287.0,1287.75,1286.5,1286.5,941
03/08/2006,14:15,1286.75,1287.0,1286.5,1286.5,49
03/08/2006,14:20,1286.75,1287.25,1286.5,1287.25,27
03/08/2006,14:25,1287.5,1287.75,1286.75,1286.75,59
03/08/2006,14:30,1287.25,1289.5,1287.25,1288.75,530
03/08/2006,14:35,1288.75,1288.75,1288.25,1288.75,45
03/08/2006,14:40,1288.75,1290.25,1288.75,1290.25,138
03/08/2006,14:45,1290.0,1291.75,1290.0,1290.5,457
03/08/2006,14:50,1290.5,1291.75,1290.5,1291.25,227
03/08/2006,14:55,1291.25,1291.25,1290.25,1290.5,159
03/08/2006,15:00,1290.75,1291.0,1290.5,1290.5,475
03/08/2006,15:05,1290.5,1291.5,1290.5,1291.0,529
03/08/2006,15:10,1291.0,1291.0,1290.25,1290.5,750
03/08/2006,15:15,1290.5,1291.0,1290.5,1290.75,555
03/08/2006,15:20,1290.75,1290.75,1290.25,1290.25,62
03/08/2006,15:25,1290.5,1291.0,1290.5,1290.75,36
03/08/2006,15:30,1290.75,1291.0,1290.25,1290.25,47
03/08/2006,15:35,1290.5,1290.5,1289.5,1289.75,1445
03/08/2006,15:40,1289.75,1291.5,1289.75,1291.5,527
03/08/2006,15:45,1291.5,1291.5,1290.0,1290.0,824
03/08/2006,15:50,1290.0,1290.25,1289.5,1289.75,1064
03/08/2006,15:55,1289.75,1290.0,1289.25,1289.5,1106
03/08/2006,16:00,1289.5,1290.0,1289.25,1289.75,216
03/08/2006,16:05,1289.5,1290.5,1289.5,1290.5,835
03/08/2006,16:10,1290.25,1290.5,1289.5,1290.0,1034
03/09/2006,09:30,1290.5,1291.25,1290.0,1290.75,13965
03/09/2006,09:35,1291.0,1292.25,1290.75,1291.75,12939
03/09/2006,09:40,1292.0,1292.75,1292.0,1292.5,14529
03/09/2006,09:45,1292.5,1293.75,1292.25,1293.5,18245
03/09/2006,09:50,1293.5,1293.75,1292.25,1292.5,12816
03/09/2006,09:55,1292.75,1293.75,1292.25,1293.5,9197
03/09/2006,10:00,1293.25,1294.0,1293.0,1293.0,14064
03/09/2006,10:05,1292.75,1293.25,1292.25,1292.5,11020
03/09/2006,10:10,1292.75,1293.0,1291.25,1292.25,11076
03/09/2006,10:15,1292.25,1292.75,1291.75,1292.5,6709
03/09/2006,10:20,1292.5,1293.25,1292.0,1293.0,5387
03/09/2006,10:25,1293.0,1293.5,1292.0,1293.0,10085
03/09/2006,10:30,1292.75,1294.0,1292.75,1293.5,8323
03/09/2006,10:35,1293.25,1294.0,1292.75,1293.25,9351
03/09/2006,10:40,1293.0,1293.5,1292.0,1292.75,8659
03/09/2006,10:45,1292.75,1292.75,1291.5,1291.5,10660
03/09/2006,10:50,1291.5,1292.25,1291.25,1292.0,6777
03/09/2006,10:55,1292.0,1292.25,1291.0,1291.5,7524
03/09/2006,11:00,1291.5,1291.5,1290.5,1290.75,13904
03/09/2006,11:05,1290.75,1292.0,1290.75,1291.5,5972
03/09/2006,11:10,1291.5,1292.0,1291.5,1291.75,4410
03/09/2006,11:15,1291.75,1292.25,1291.0,1291.25,6143
03/09/2006,11:20,1291.25,1292.0,1291.0,1291.5,3056
03/09/2006,11:25,1291.5,1292.0,1291.25,1292.0,4392
03/09/2006,11:30,1291.75,1292.5,1291.5,1292.5,7520
03/09/2006,11:35,1292.25,1292.5,1291.5,1291.5,2358
03/09/2006,11:40,1291.75,1292.0,1291.25,1292.0,3733
03/09/2006,11:45,1292.0,1292.5,1291.5,1292.0,7236
03/09/2006,11:50,1292.0,1292.25,1291.0,1291.5,4781
03/09/2006,11:55,1291.5,1291.75,1291.0,1291.5,4670
03/09/2006,12:00,1291.5,1291.5,1290.25,1290.25,7708
03/09/2006,12:05,1290.25,1290.5,1289.0,1290.5,14954
03/09/2006,12:10,1290.25,1290.5,1289.5,1290.25,3707
03/09/2006,12:15,1290.0,1290.75,1289.75,1290.0,5274
03/09/2006,12:20,1290.25,1290.5,1290.0,1290.5,5806
03/09/2006,12:25,1290.25,1290.5,1289.75,1290.25,3100
03/09/2006,12:30,1290.25,1290.5,1288.25,1288.5,12675
03/09/2006,12:35,1288.5,1288.75,1287.75,1288.25,13465
03/09/2006,12:40,1288.25,1289.0,1287.75,1288.0,8933
03/09/2006,12:45,1288.0,1288.5,1287.5,1288.5,8731
03/09/2006,12:50,1288.25,1288.75,1288.0,1288.5,3957
03/09/2006,12:55,1288.5,1289.0,1288.25,1288.75,2513
03/09/2006,13:00,1288.5,1288.5,1287.25,1287.75,11904
03/09/2006,13:05,1287.75,1288.75,1287.75,1287.75,6585
03/09/2006,13:10,1287.75,1288.0,1285.75,1286.0,17701
03/09/2006,13:15,1286.0,1287.0,1286.0,1286.5,8792
03/09/2006,13:20,1286.5,1286.75,1284.75,1285.5,18032
03/09/2006,13:25,1285.25,1286.0,1285.0,1285.5,8187
03/09/2006,13:30,1285.5,1286.5,1285.5,1286.0,9140
03/09/2006,13:35,1286.25,1286.5,1286.0,1286.5,2399
03/09/2006,13:40,1286.5,1287.25,1286.25,1287.0,4771
03/09/2006,13:45,1286.75,1287.0,1286.25,1286.5,2492
03/09/2006,13:50,1286.5,1286.75,1286.0,1286.0,2915
03/09/2006,13:55,1286.0,1287.25,1286.0,1287.0,4269
03/09/2006,14:00,1287.0,1288.75,1286.75,1288.25,10671
03/09/2006,14:05,1288.5,1288.75,1287.75,1288.5,5422
03/09/2006,14:10,1288.5,1288.75,1288.25,1288.75,3952
03/09/2006,14:15,1288.75,1288.75,1288.0,1288.0,3130
03/09/2006,14:20,1288.0,1288.25,1287.5,1287.5,2378
03/09/2006,14:25,1287.75,1288.25,1287.5,1287.5,2208
03/09/2006,14:30,1287.75,1288.0,1287.75,1288.0,1449
03/09/2006,14:35,1287.75,1288.25,1286.75,1287.0,5167
03/09/2006,14:40,1287.0,1287.25,1285.5,1286.25,6079
03/09/2006,14:45,1286.0,1286.25,1285.25,1286.0,6856
03/09/2006,14:50,1285.75,1286.75,1285.5,1286.0,6717
03/09/2006,14:55,1286.0,1286.5,1285.5,1286.25,4617
03/09/2006,15:00,1286.0,1286.25,1285.0,1285.0,5945
03/09/2006,15:05,1285.0,1285.25,1284.0,1284.75,11421
03/09/2006,15:10,1284.75,1284.75,1283.0,1284.0,14809
03/09/2006,15:15,1283.75,1284.5,1283.5,1284.0,7991
03/09/2006,15:20,1284.0,1284.75,1283.75,1284.5,8552
03/09/2006,15:25,1284.25,1284.75,1283.75,1284.0,6563
03/09/2006,15:30,1284.0,1284.5,1283.75,1284.0,3227
03/09/2006,15:35,1284.25,1285.0,1284.0,1284.75,4352
03/09/2006,15:40,1284.75,1284.75,1283.0,1283.25,10379
03/09/2006,15:45,1283.25,1283.75,1283.0,1283.5,7423
03/09/2006,15:50,1283.5,1284.5,1283.0,1284.25,9528
03/09/2006,15:55,1284.25,1284.5,1283.0,1283.25,15199
03/09/2006,16:00,1283.0,1283.25,1282.0,1282.5,21173
03/09/2006,16:05,1282.5,1282.75,1282.25,1282.5,7523
03/09/2006,16:10,1282.5,1282.75,1281.5,1281.75,12398
03/10/2006,09:30,1284.75,1285.0,1284.0,1284.25,14963
03/10/2006,09:35,1284.25,1284.5,1282.25,1282.5,26847
03/10/2006,09:40,1283.0,1283.75,1281.5,1283.0,32314
03/10/2006,09:45,1283.0,1285.25,1282.5,1284.75,26027
03/10/2006,09:50,1284.75,1286.0,1284.5,1284.5,23238
03/10/2006,09:55,1284.5,1286.0,1284.25,1285.25,15760
03/10/2006,10:00,1285.5,1286.0,1283.25,1283.5,15919
03/10/2006,10:05,1283.25,1286.0,1283.25,1285.5,16215
03/10/2006,10:10,1285.5,1286.75,1285.0,1286.25,16106
03/10/2006,10:15,1286.25,1288.75,1285.75,1288.25,33833
03/10/2006,10:20,1288.0,1288.75,1287.5,1288.5,14622
03/10/2006,10:25,1288.5,1289.0,1287.75,1288.25,12244
03/10/2006,10:30,1288.25,1289.0,1287.5,1288.25,11523
03/10/2006,10:35,1288.25,1290.0,1288.0,1289.75,15673
03/10/2006,10:40,1289.75,1292.5,1289.75,1291.75,37555
03/10/2006,10:45,1291.5,1292.0,1291.0,1291.0,12311
03/10/2006,10:50,1291.0,1292.0,1291.0,1292.0,8955
03/10/2006,10:55,1292.0,1293.75,1291.5,1293.0,21572
03/10/2006,11:00,1293.0,1293.0,1292.0,1292.25,9944
03/10/2006,11:05,1292.5,1292.5,1291.25,1291.5,12332
03/10/2006,11:10,1291.5,1292.25,1291.5,1292.0,5437
03/10/2006,11:15,1291.75,1292.25,1290.75,1290.75,6252
03/10/2006,11:20,1290.75,1291.5,1290.5,1291.5,9084
03/10/2006,11:25,1291.5,1293.25,1291.25,1293.25,10152
03/10/2006,11:30,1293.0,1293.75,1292.0,1293.0,13415
03/10/2006,11:35,1293.0,1293.25,1292.25,1293.25,8623
03/10/2006,11:40,1293.0,1293.5,1292.25,1293.25,9979
03/10/2006,11:45,1293.0,1294.5,1292.75,1293.0,20641
03/10/2006,11:50,1293.0,1293.25,1292.5,1293.25,4833
03/10/2006,11:55,1293.0,1294.0,1293.0,1293.25,5963
03/10/2006,12:00,1293.25,1295.25,1293.25,1295.0,15939
03/10/2006,12:05,1295.25,1295.5,1294.0,1294.0,17527
03/10/2006,12:10,1294.0,1294.25,1292.75,1292.75,8263
03/10/2006,12:15,1292.75,1293.25,1292.5,1293.0,5875
03/10/2006,12:20,1293.0,1293.25,1292.25,1292.75,5195
03/10/2006,12:25,1292.5,1293.0,1292.25,1292.75,3712
03/10/2006,12:30,1292.75,1293.75,1292.5,1293.25,5172
03/10/2006,12:35,1293.25,1294.5,1292.75,1294.0,6967
03/10/2006,12:40,1293.75,1294.5,1293.25,1294.25,4774
03/10/2006,12:45,1294.5,1294.75,1293.0,1293.5,7862
03/10/2006,12:50,1293.5,1293.5,1292.25,1293.0,4604
03/10/2006,12:55,1293.0,1293.25,1292.25,1293.0,1878
03/10/2006,13:00,1293.25,1293.25,1292.25,1292.5,2186
03/10/2006,13:05,1292.5,1293.0,1292.25,1293.0,1777
03/10/2006,13:10,1292.75,1293.5,1292.5,1293.25,2808
03/10/2006,13:15,1293.25,1293.5,1292.5,1292.75,1806
03/10/2006,13:20,1292.75,1292.75,1292.0,1292.5,2869
03/10/2006,13:25,1292.5,1293.75,1292.25,1293.0,4701
03/10/2006,13:30,1293.0,1293.25,1291.25,1291.75,7799
03/10/2006,13:35,1291.75,1293.0,1291.5,1292.5,5784
03/10/2006,13:40,1292.5,1292.5,1291.5,1291.75,3155
03/10/2006,13:45,1291.75,1293.5,1291.75,1293.0,7711
03/10/2006,13:50,1292.75,1293.25,1292.0,1293.0,3013
03/10/2006,13:55,1292.75,1293.25,1292.5,1293.0,3241
03/10/2006,14:00,1293.0,1293.75,1292.5,1293.0,5323
03/10/2006,14:05,1293.0,1293.5,1292.5,1292.75,4268
03/10/2006,14:10,1293.0,1293.5,1292.75,1293.25,3009
03/10/2006,14:15,1293.25,1294.0,1293.0,1293.75,4243
03/10/2006,14:20,1293.5,1294.0,1293.25,1293.75,2025
03/10/2006,14:25,1293.75,1294.25,1292.0,1292.25,6481
03/10/2006,14:30,1292.25,1292.5,1291.5,1292.25,5946
03/10/2006,14:35,1292.25,1293.0,1291.5,1293.0,3879
03/10/2006,14:40,1292.75,1293.0,1291.0,1292.0,11674
03/10/2006,14:45,1292.0,1293.0,1289.25,1289.75,21489
03/10/2006,14:50,1289.75,1290.75,1289.25,1290.25,11922
03/10/2006,14:55,1290.5,1290.75,1288.25,1288.75,15599
