20090801
0000ea6c.4503846f.01.01	00000044.000086c4.4a73c248.0001	2.4	USD	1.7976931348623157E308	null	20090801-07:36:44	0.0
0000ea6a.4548051b.01.01	00000044.000086c4.4a73c24d.0001	1.0	USD	1.7976931348623157E308	null	20090801-07:37:49	0.0
